cvrIE1rLPWk-Nxb_ZNv5lA,Candlewood Suites Tucson,1995 W River Rd,Tucson,AZ,85704,32.303741804,-111.009323614,4.5,29,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2'}","Party & Event Planning, Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels"
1tLrjXG-I9hkOoZxlbwDqw,Olde Black Horse,200 Fairfield Rd,Norristown,PA,19401,40.1083808,-75.318943,4.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","American (Traditional), Bars, Breakfast & Brunch, Nightlife, Cocktail Bars, Restaurants, Hotels & Travel, Hotels, Event Planning & Services"
wOUJ-duIHPdRiV0af9s0xA,Quality Inn & Suites,1000 Hershel Drive,Mt. Juliet,TN,37122,36.16979,-86.51527,1.5,22,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Event Planning & Services, Hotels, Hotels & Travel"
MObScX791gFEwtkoFA9GQg,Creekside Inn,197 E Ave,Woodstown,NJ,08098,39.65126,-75.31747,3.5,20,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'CoatCheck': 'True'}","Restaurants, American (New), Event Planning & Services, Bars, Pubs, American (Traditional), Social Clubs, Hotels, Hotels & Travel, Nightlife, Arts & Entertainment, Venues & Event Spaces"
rTW2Og0Tg-OkLTvRwgYO9Q,Courtyard by Marriott Nashville Downtown,170 4th Ave N,Nashville,TN,37219,36.1636657502,-86.7784967447,3.0,110,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels"
F9T3rX0JmXLZD3lLg4qVGw,Econo Lodge,301 S Black Horse Pk,Bellmawr,NJ,08031,39.86369,-75.07774,3.5,11,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel"
kMHZgooGdHN9099Ya0X4vA,La Quinta Inn by Wyndham Indianapolis East-Post Drive,2349 Post Dr,Indianapolis,IN,46219,39.80203,-86.010737,2.0,42,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
qawLaB79bFiXEtFc5SEBkQ,Crowne Plaza Philadelphia - King of Prussia,260 Mall Blvd,King Of Prussia,PA,19406,40.0911552,-75.3887632,3.0,64,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services, Resorts, Venues & Event Spaces"
QN7JpoH3Qu-Y-EhXdxrkMQ,Fleur-de-Lys Mansion,3500 Russell Blvd,Saint Louis,MO,63104,38.6125465,-90.2380408,5.0,22,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Bed & Breakfast, Hotels, Hotels & Travel"
97yrCvZXdnMhmCtM8qmKFw,Comfort Inn Marrero - New Orleans West,6751 Westbank Expressway,Marrero,LA,70072,29.892187,-90.122823,3.0,19,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services"
_d5OAxaxRPsivgYbBq7U1A,Hyatt Place Philadelphia/King of Prussia,440 American Ave,King of Prussia,PA,19406,40.0944575489,-75.3974799022,3.5,62,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Event Planning & Services, Hotels & Travel"
QGTvT3wucl1UKZgxTRGStQ,Hotel De L'eau Vive,315 Tchoupitoulas St,New Orleans,LA,70130,29.949712,-90.0669215,2.5,28,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Event Planning & Services, Hotels, Hotels & Travel"
9Bf4mhvCmA6sv0hpwi3jDw,Quality Inn & Suites Near St. Louis And I-255,1607 Pontiac Drive,Cahokia,IL,62206,38.555865,-90.164445,3.0,14,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Hotels, Home Services, Home Cleaning"
euVGpCtxxUR3RPazHvwXBA,Econo Lodge,100 Mcintosh Plz,Newark,DE,19713,39.6751633,-75.6817275,2.0,13,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel"
gzlxuD-EyJp6cKUH_4wh-Q,The Bungalows,12321 Gulf Blvd,Treasure Island,FL,33706,27.7789477,-82.7796857,4.0,13,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Bed & Breakfast, Hotels & Travel"
mM8Jvmy2_VuXWLjm0IWb6w,The Harney House Inn,345 N East St,Indianapolis,IN,46202,39.7725441,-86.1484992,5.0,8,1,"{'WiFi': ""u'free'""}","Hotels & Travel, Bed & Breakfast"
xTcttgI_Mbtwpzavj4lJ3Q,TownePlace Suites Tampa North/I-75 Fletcher,6800 Woodstork Rd,Tampa,FL,33637,28.0675319,-82.3719047,2.5,13,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels"
1KnmkIFa2gVwK4DavsqECA,Safari Inn Downtown,1070 W Grove St,Boise,ID,83702,43.6167386,-116.2070272,3.5,26,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Hotels, Event Planning & Services"
ZdHf2EkMQPV2OBNgGhMAKQ,Americas Best Value Inn Nashville Downtown,2403 Brick Church Pike,Nashville,TN,37207,36.2096512,-86.7777406728,2.0,28,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Hotels, Event Planning & Services, Hotels & Travel"
FppJo5aymUsfOg68uTOipw,The Inn at The Union League,1450 Sansom,Philadelphia,PA,19103,39.9502330538,-75.1651874081,3.5,19,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels"
s2SoiyZzBwzaxxXCXqJ56g,The Tuxon Hotel,960 S Fwy,Tucson,AZ,85745,32.210012,-110.980723,4.0,56,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Tours, Bikes, Shopping, Hotels, Sporting Goods"
sway6xsRT_CUC6peK_Pyww,Bobby Hotel,230 4th Ave N,Nashville,TN,37219,36.1647114553,-86.7793040316,3.5,178,1,"{'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'HasTV': 'False', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Hotels, Restaurants, Cocktail Bars, Event Planning & Services, Lounges, Hotels & Travel, Bars, Nightlife"
LV61BcSaXlWsFR7_BJHJ9g,Super 8 Nashville Airport,720 Royal Pkwy,Nashville,TN,37214,36.1451283,-86.66477,3.5,12,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Travel Services, Airports, Event Planning & Services, Hotels, Hotels & Travel"
qluIWCzDpeZfddykm_2gYg,North American Motor Inns,4444 City Ave,Philadelphia,PA,19131,40.0031369,-75.2213329,1.0,25,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'""}","Hotels, Event Planning & Services, Hotels & Travel, Caterers"
E-iR_Q_r2Kz96daIZtEukQ,Hilton Garden Inn St Pete Beach,6100 Gulf Blvd,St Pete Beach,FL,33706,27.7326910656,-82.7468123435,4.5,11,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False'}","Hotels & Travel, Event Planning & Services, Hotels"
4pulWN3dexQJ6BkEkFbwpw,Grand Shores West Resort,17350 Gulf Blvd,North Redington Beach,FL,33708,27.8219254,-82.8274979,2.5,12,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels"
Zm8mlFu3n7xvcGuxDYZomw,Home2 Suites by Hilton Ridley Park Philadelphia Airport South,145 Stewart Ave,Ridley Park,PA,19078,39.8698840234,-75.3193918138,4.0,6,1,,"Event Planning & Services, Hotels & Travel, Hotels"
4fXSqfv3O8_j45f8PKg_CA,Magnuson Hotel,2401 Brick Church Pike,Nashville,TN,37207,36.209203,-86.777134,1.5,5,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'""}","Event Planning & Services, Hotels & Travel, Hotels"
AAFofLiyt_K1Ar_eEuVc7g,Crowne Plaza Hotel Philadelphia Downtown,1800 Market St,Philadelphia,PA,19103,39.9528337,-75.1703455,3.0,59,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel"
j0tHKpa2I2pj3uuxCmrgWw,Union Bank Inn,10053 Jasper Avenue NW,Edmonton,AB,T5J 1S5,53.540986,-113.492287,4.5,16,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}","Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel"
2oav5QoWgnvTI2gO5xFMjw,Kimpton Hotel Monaco Philadelphia,433 Chestnut St,Philadelphia,PA,19106,39.9491236494,-75.1488953439,4.0,499,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels, Wedding Planning"
XIhYNbFGpBLLnQ44uoO4_w,Microtel Inn & Suites by Wyndham West Chester,500 Willowbrook Lane,West Chester,PA,19382,39.9433369,-75.5862979,1.5,47,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel"
TpOw5V8QyJBc1zkI8YxGfg,Red Roof Inn & Suites Mt Holly - McGuire AFB,2015 Burlington Mt Holly Rd,Mount Holly,NJ,08060,40.0283066507,-74.8182848498,2.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels, Hotels & Travel, Event Planning & Services"
KBDlQpRaxMDTGcZwp2HLEw,Courtyard by Marriott Reno,6855 South Virginia Street,Reno,NV,89511,39.4643314887,-119.7849038243,3.0,105,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels"
wCrh_VwxVc65OGFzxHn5uA,Staybridge Suites - Franklin,3601 Mallory Ln,Franklin,TN,37067,35.9389286557,-86.8223989264,5.0,5,1,,"Hotels, Hotels & Travel, Event Planning & Services"
i5_36USdvJ8InY-z6KCH7w,Super 8 by Wyndham Pontoon Beach IL/St. Louis MO Area,"4141 Timberlake Drive, I-270 Exit 6A-B/Highway 111",Pontoon Beach,IL,62040,38.746866,-90.073342,3.0,9,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Event Planning & Services, Hotels"
cxupofYLq46bxBHpKyFwsQ,Wyndham New Orleans - French Quarter,124 Royal Street,New Orleans,LA,70130,29.953713,-90.068526,3.0,266,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel"
yQXjZFhX9AE3e6tIo3r6gQ,Belleview Biltmore Resort & Spa,25 Belleview Blvd,Belleair,FL,33756,27.94369,-82.809662,3.0,6,0,{'RestaurantsPriceRange2': '4'},"Event Planning & Services, Hotels & Travel, Hotels"
pAgtmlIGqFYaWdBoCUeitw,Holiday Inn Nashville-Vanderbilt,2613 West End Ave,Nashville,TN,37203,36.1448682715,-86.8110662472,3.5,105,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Fashion, Event Planning & Services, Venues & Event Spaces, Hotels, Shopping, Hotels & Travel, Women's Clothing"
xvdsyHdYsEbm_Cqs0BgdEw,DoubleTree Suites by Hilton Hotel Nashville Airport,2424 Atrium Way,Nashville,TN,37214,36.159844716,-86.689278864,3.0,64,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel"
YPekg_V_Ds24fo-ecpwSRQ,Residence Inn Wilmington Newark/Christiana,240 Chapman Road,Newark,DE,19702,39.667356,-75.681624,3.5,11,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels, Hotels & Travel"
hkh5iyDeGLNhu-JUQFRE1Q,Royal Sonesta New Orleans,300 Bourbon St,New Orleans,LA,70130,29.9557609,-90.0678872,3.5,492,1,"{'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'DogsAllowed': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'""}","Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Bed & Breakfast"
GhBVWW32PVRmBwetZWIHnA,Hampton Inn St. Louis/Sunset Hills,1580 South Kirkwood Rd,Saint Louis,MO,63127,38.556696,-90.406313,2.5,30,0,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Bed & Breakfast, Event Planning & Services, Hotels & Travel"
bN2DgOhWgNDp3QvnN1D7nQ,Hampton Inn Philadelphia/Great Valley/Malvern,635 Lancaster Ave,Frazer,PA,19355,40.0347082532,-75.579573,4.0,22,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services"
w5VWdlVKW8FPF6AFk2JrOg,Days Inn by Wyndham New Orleans Airport,1021 Airline Drive,Kenner,LA,70062,29.981823,-90.260594,1.5,92,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels"
4HVnEE3MwfBUmdVK_P4oWA,"Hampton Inn Indianapolis NW/Zionsville, IN",6005 S Main St,Whitestown,IN,46075,39.953262,-86.344609,2.5,17,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Hotels, Hotels & Travel, Event Planning & Services"
dIRmLJ2-gRhdlhEbpe5OmA,Four Points by Sheraton Newark Christiana Wilmington,56 S. Old Baltimore Pike,Newark,DE,19702,39.6624417,-75.6636292,3.0,36,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels"
5LONkt7iDMndF3qjN6ufpw,"La Posada Lodge & Casitas, Ascend Hotel Collection",5900 North Oracle Rd,Tucson,AZ,85704,32.31409,-110.9769394,3.0,100,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False'}","Hotels, Resorts, Event Planning & Services, Hotels & Travel"
7j8rT3FZbXgL4k0DnXi2Mw,"West Beach Inn, a Coast Hotel",306 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4092802,-119.69348,4.0,137,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel"
YOOLwYyibmww2RDFV35ijw,Watergarden Inn At the Bay,126 4th Ave NE,Saint Petersburg,FL,33701,27.7761216,-82.6334672,4.5,30,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}","Bed & Breakfast, Hotels, Event Planning & Services, Hotels & Travel"
y5AmNH1LGeuBxbH5qREpPg,Country Inn & Suites Radisson,11551 Discovery Ln,Seffner,FL,33584,28.0088438,-82.3031724,3.5,29,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Hotels & Travel, Hotels, Event Planning & Services"
YXkRuGTa4cuS2LiS1C714A,Best Western Brentwood,5581 Franklin Pike Cir,Brentwood,TN,37027,36.041092,-86.7809459569,2.5,22,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Hotels & Travel, Event Planning & Services, Hotels"
K82QZximEMOVnrb9wa2BjA,South Beach Condo Hotel,11360 Gulf Blvd,Treasure Island,FL,33706,27.7729684,-82.7737742,3.5,17,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '4', 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'""}","Real Estate, Event Planning & Services, Hotels, Condominiums, Home Services, Hotels & Travel"
gKKEe5y2jANG5roQaT-gJA,Boise Hillside Suites,4480 N Kitsap Way,Boise,ID,83703,43.6608407,-116.2401992,4.5,15,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Bed & Breakfast, Hotels & Travel, Guest Houses, Hotels"
P9gaixqfa9M7VFXrYOxnhw,Monrose Row,1303 Governor Nicholls St,New Orleans,LA,70116,29.9660645,-90.0665527,5.0,14,1,"{'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel"
qQmdJFMWoDe2T2lbacBE8g,Best Western Plus Pepper Tree Inn,3850 State St,Santa Barbara,CA,93105,34.4408758,-119.7486002,3.5,210,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels"
_E0WPHfJEYmwOUCAj-Jq1A,Western Village Inn and Casino,815 Nichols Blvd,Sparks,NV,89434,39.5344459,-119.7344361,3.5,266,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'Caters': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}""}","Casinos, Hotels, Arts & Entertainment, American (New), Restaurants, Event Planning & Services, Hotels & Travel"
v6V3hGV2AjRenYeQPxxs6g,Aviator Hotel & Suites,6921 S Lindbergh Blvd,St Louis,MO,63125,38.512221134,-90.3340827986,2.5,5,1,,"Venues & Event Spaces, Hotels & Travel, Event Planning & Services, Hotels"
